"age","aEIR"
0.5,1.4
0.606060606060606,1.48029970273738
0.712121212121212,1.56520514994598
0.818181818181818,1.65498051299146
0.924242424242424,1.74990511529816
1.03030303030303,1.85027430142463
1.13636363636364,1.95640035598678
1.24242424242424,2.06861347528752
1.34848484848485,2.18726279467618
1.45454545454545,2.31271747483405
1.56060606060606,2.44536785036599
1.66666666666667,2.58562664427166
1.77272727272727,2.73393025207513
1.87878787878788,2.89074009960825
1.98484848484848,3.05654407867222
2.09090909090909,3.23185806504442
2.1969696969697,3.41722752355332
2.3030303030303,3.61322920521569
2.40909090909091,3.82047294171629
2.51515151515152,4.03960354281344
2.62121212121212,4.271302802574
2.72727272727273,4.51629162067973
2.83333333333333,4.77533224540538
2.93939393939394,5.049230645247
3.04545454545455,5.33883901657971
3.15151515151515,5.6450584351469
3.25757575757576,5.96884165963078
3.36363636363636,6.31119609602709
3.46969696969697,6.67318693204729
3.57575757575758,7.05594045130041
3.68181818181818,7.46064753756617
3.78787878787879,7.88856738006254
3.89393939393939,8.34103139123597
4,8.81944734926411
4.10606060606061,9.32530377815973
4.21212121212121,9.86017457910401
4.31818181818182,10.4257239274188
4.42424242424242,11.0237114504143
4.53030303030303,11.6559977022221
4.63636363636364,12.3245499526478
4.74242424242424,13.0314483080547
4.84848484848485,13.778892183322
4.95454545454546,14.5692071450157
5.06060606060606,15.4048521470615
5.16666666666667,16.2884271814345
5.27272727272727,17.2226813676693
5.37878787878788,18.2105215063582
5.48484848484849,19.2550211232533
5.59090909090909,20.3594300321099
5.6969696969697,21.5271844460248
5.8030303030303,22.7619176687309
5.90909090909091,24.0674713991107
6.01515151515152,25.4479076841028
6.12121212121212,26.9075215571898
6.22727272727273,28.4508544017911
6.33333333333333,30.0827080811399
6.43939393939394,31.8081598786048
6.54545454545455,33.6325782949441
6.65151515151515,35.561639751641
6.75757575757576,37.6013462522913
6.86363636363636,39.7580440569944
6.96969696969697,42.0384434278488
7.07575757575758,44.4496395069906
7.18181818181818,46.9991343921298
7.28787878787879,49.6948604782742
7.39393939393939,52.5452051382606
7.5,55.559036818887
7.60606060606061,58.7457326338382
7.71212121212121,62.1152075392573
7.81818181818182,65.677945182738
7.92424242424242,69.4450305217206
8.03030303030303,73.4281843127794
8.13636363636364,77.6397995791092
8.24242424242424,82.092980169675
8.34848484848485,86.8015815299967
8.45454545454546,91.7802538114204
8.56060606060606,97.0444874530048
8.66666666666667,102.610661377846
8.77272727272727,108.496093953794
8.87878787878788,114.71909687712
8.98484848484848,121.299032146786
9.09090909090909,128.256372306585
9.1969696969697,135.612764142581
9.3030303030303,143.39109603404
9.40909090909091,151.615569167412
9.51515151515152,160.311772834913
9.62121212121212,169.506764052017
9.72727272727273,179.229151741554
9.83333333333333,189.509185746354
9.93939393939394,200.378850947379
10.0454545454545,211.871966780187
10.1515151515152,224.024292459354
10.2575757575758,236.873638238238
10.3636363636364,250.459983050275
10.469696969697,264.825598897808
10.5757575757576,280.015182375481
10.6818181818182,296.075993737412
10.7878787878788,313.058003940832
10.8939393939394,331.014050123694
11,350
